 text class_label
971 "@GreenWeiner  It's close.  Need one of those Conan O'Brien morphs of Tony and the Big Hurt." 
972 "@boxedariel So...is the answer ""nothing""?" sexism
973 "@boxedariel Can you explain the wage gap?  What does the often cited 23% figure reference?" 
974 "@boxedariel None of these things are true.  But I return to the original question...research. What have you read?" 
975 "@boxedariel Where is your knowledge of feminism derived?" sexism
976 "@boxedariel @LostSailorNY Can you be legally forced into parenthood?" sexism
977 "@boxedariel @LostSailorNY Single men cannot adopt." sexism
978 "@purposelyflawed http://t.co/P6KTLT0XBZ" 
979 "@boxedariel @LostSailorNY No one said she should." 
980 ".@trishesdishes US. Canada. UK. France. Switzerland. Germany. India. Every western nation and then some.  Men have less legal rights. Equal?" 
981 "@boxedariel @LostSailorNY If it's her choice alone...yes.  Do you oppose single mothers?" sexism
982 "@boxedariel @LostSailorNY She can abort. Adopt it out. Safe haven." 
983 "@trishesdishes Go back to the top of this thread and read again, then." sexism
984 "RT @shoe0nhead: @thisonesakillaa @MT8_9 @TehMenz ""women r just as strong as men we r all equal wait men r stronger dont hit women we r weak""" sexism
985 "@imprisonedrider Can you explain why that would be sexist?" sexism
986 "RT @fruitondabottom: #QuestionsForMen #WomenAgainstFeminism Another one who only wants to hear herself talk. http://t.co/I9gvXqZQj1" 
987 "RT @GamerCatHenri: #QuestionsForMen Did you know rape is bad?" 
988 "@ChristianMcBane @TehMenz Agreed. Idea it's ""not a compliment"" absurd.  Most important compliment..." 
989 """@Lesleywallace1: #QuestionsForMen Have you been told your pants are distraction to boys in school?"" Just our shirts. http://t.co/0W5HYr3p0B" 
990 "RT @CathyYoung63: To @MHarrisPerry, #BlackLivesMatter obviously does not include Brian Banks, whose life was nearly destroyed by false rape…" 
991 "@TehMenz @ChristianMcBane OK w reasonable burping. Sneezing is involuntarily so...moot. Can totally live w/o inhaling others fecal particles" 
992 "RT @sbhouse1978: @GameDiviner @MT8_9 Picture #1: Beaten, but defiant. Picture #2: Beaten until the soul is dead." 
993 "@TooPawned Or grab a camera..." sexism
994 "@HumanistFury @Lesleywallace1 Feminist shirt never gets tossed.  But no shock...fems own our schools." sexism
995 "@Foxfairy And I can't think of any good remakes period, actually." sexism
996 "@calcetin13 @boxedariel  First hand account from NOWs founder's sister = BS how?" 
997 "@Mich_McConnell @TamedInsanity The ""after all"" denotes sarcasm that you take out of context, Goebbels." 
998 "@ListenToRaisin @trishesdishes Proof?" sexism
999 ".@Mich_McConnell @Cerebrawl80 @TamedInsanity Literally asking YOU to explain what you know the 23% figure represents. What does it compare?" sexism
1000 "@Iloveoldtools @Angry_Feminazi No.  Actually, she has an economics degree." 
1001 "@Iloveoldtools Wiki" sexism
1002 "@manimeister15 Is saying that sexism?" 
1003 "@RaidersGirl20 How is that sexist?" 
1004 "@manimeister15 No, I meant...can you explain why telling a person you are arguing w/ they cannot get laid is wrong." 
1005 "@manimeister15 Wait, do you realize you just did the very thing the tweet you posted said is wrong...?" 
1006 "@CheckItCool @CriticalKaiju Which tag are you referring to?" sexism
1007 "@CheckItCool @CriticalKaiju U realize QuestionsForMen existed before Ford started posting snide crap in it, right? http://t.co/EaKt1gODFy" 
1008 "RT @jenniferkateFPS: @MT8_9 I love this b/c I am also a scientist working with men w/ more education &amp; experience, yet I haven't experience…" 
1009 "RT @mlktestbot: MT @aliennnqueen: Daily reminder that I 100% don't care about straight cis Jews's opinions on racism &amp; feminism." sexism
1010 """@ErikssonMalin85: Have u ever expressed ur anger only to be asked the question: are you hormonal? #QuestionsForMen""  Testerosterone?  Yeah." sexism
1011 """@ErikssonMalin85: Have you ever been threatened with rape by a woman? #QuestionsForMen""  Yes.  Many times, but ONLY by feminist women." sexism
1012 """@ErikssonMalin85: #QuestionsForMen ever walked home in dark seen another person and becomed scared?""  Men are attacked 4 times more often." 
1013 """@ErikssonMalin85: Why is a man afraid to commit to woman he really loves? #QuestionsForMen""  Sexist biased divorce laws will ruin his life." sexism
1014 "@AndrewBLeh @N7Kopper @nitramy Ever play Rambo on old NES by any chance?" sexism
1015 "@N7Kopper @InnominateSterd @nitramy To be fair, I read his ""you hate"" as ""your hate""...my bad.  Working on worst sleep ever...sorry." sexism
1016 ".@trishesdishes Can you be legally forced into parental obligations?  Can your genitals be cut at birth?  Does your right to vote have an *?" sexism
1017 ".@MarciaCrocker01 @trishesdishes ..mistake. I find both abortion &amp; child abandonment detestable. But, if one gets an awful choice, both must" sexism
1018 "@GamerBobobobob @trishesdishes Think she meant would men who shed obligations also lose rights..?  Yes." sexism
1019 "@Femitheist @trishesdishes ...have to pay.  If she knows he can walk way w/o paying...I think she might drive a bit safer.  I understand..." 
1020 "@Femitheist @trishesdishes ...many don't have the awareness to operate in what most know to be self interest. They will defy most solutions." 
1021 ".@Femitheist I agree. FTR I am no fan of abortion or child abandonment.  But, I can't accept him going to jail for not abiding HER choice." sexism
1022 ".@Femitheist @ktonieskacze Hard to say w/o knowing if avg. welfare w/o a dad is &gt; or &lt; avg. CS payment.  If less, it would REDUCE incentive." sexism
1023 "RT @TehMenz: @MT8_9 @brenbarber @MadMax9990 This tweet deserves more love. It's a good point." sexism
1024 "@ktonieskacze @Femitheist Agreed. Thoughtful. Every once in a while an old tweet of mine lumping her Poe in w Gearheart is RT'ed. I cringe." sexism
1025 "@Femitheist @Audmum1 @ktonieskacze Couldn't design a much poorer set of incentives, no." sexism
1026 "@nitramy @JustLaurenB Well, spoiler alert @trishesdishes was actually pretty reasonable and (I think?) accepting of the idea of choice 4 men" 
1027 ".@Apolocalypses @TehMenz I will totally pretend to be deaf at that point...walk out like you're a ghost &amp; I'm Bruce Willis in The 6th Sense." sexism
1028 ".@SirScatters @LostSailorNY Not being gay is not homophobia.  Some do try to conflate them, somehow..." sexism
1029 "@stevenbirt4real @Phasmatis75 @SirScatters @LostSailorNY To some, yeah..." sexism
1030 "@nonirishpaddy @SirScatters Who said anything about hitting?" sexism
1031 "@SirScatters @nonirishpaddy Oh, missed that part of it.  No...no reason to get physical." sexism
1032 ".@Codename_WiAx @Mich_McConnell @TamedInsanity US is 46th best place for women.  Behind Rhwanda and Ghana.  Such bunk.  She'll never see it." 
1033 "@Mich_McConnell @TamedInsanity In terms of what?  Measured how?" sexism
1034 "@BristolBen I'm saying you can never ""control"" two different individuals to be the same." 
1035 "RT @libertycapent: I liked a @YouTube video from @sargon_of_akkad http://t.co/GdQ58geQw0 50 #QuestionsForMen #Mansplained" 
1036 ".@SopranoJM  ...can't relate.  Have to be overtime of Game 7 of the Stanley Cup Finals w/ no DVR." sexism
1037 "Yep except the study @Liberal_fem (the Artist Formerly known as Mich_something) offered's author says it does NOT prove bias @TamedInsanity" 
1038 "@monoculturalist ...a MF'ing State of the Union invite." 
1039 "RT @fruitondabottom: #FeminismisEQUALITYwhen Men are actually listened to and part of the dialog. #HeForShe #WomenAgainstFeminism http://t.…" 
1040 ".@rosesareswift K... http://t.co/IyxiisJajP" 
1041 ".@JamieAgathaRose  Nothing.  I like women in pink. It's a tipoff that they don't angrily reject femininity like...ahem, well, you know." sexism
1042 "RT @TooPawned: @MT8_9 @j_millerworks no , man buy pink and store it in their man caves, just to mislead the market. Poor woman. #banpink" sexism
1043 "@failedmgc I have a million valid arguments.  Doesn't change reality..." sexism
1044 "@failedmgc Should men and women have equal legal rights?  Yes or no?" 
1045 "@failedmgc OK.  Men have fewer legal rights in EVERY western nation today.  Get to work..." sexism
1046 "@dgbattaglia Saw this this morning... http://t.co/9YUwOuZugw" sexism
1047 "@AnonMnom @LBigmann Source." sexism
1048 "@AnonMnom @LBigmann Appears to refer to the idea that denial of visitation can be prosecuted under child abuse rather than specific laws..." sexism
1049 "@AnonMnom @LBigmann Any real world examples of women actually being jailed for it?" sexism
1050 "@AnonMnom Yeah but ur irrelevant &amp; relevant but old/isolated/fits the definition of ""the exception that proves the rule"" 2 more than I find." 
1051 "@AnonMnom Was that yours?  Mine was CS is enforced (10,000's of men in jail) while visitation (these 1.05 examples aside) is not." 
1052 "@AnonMnom Rights mean nothing if they can be violated w/ no recourse." 
1053 "RT @beavergate: @MT8_9 I'd like to focus on the plight of the Beaver.  We are oppressed and I consider myself a victim." 
1054 "@AnonMnom Odd that Google can find no relevant examples of it actually being enforced then, huh?" 
1055 "@KeenGaze I keep screengrabs not links, sorry.  Google ""Kate Millett sister NOW"" it should be near top of list." 
1056 "@dgbattaglia Hard to tell but...I think that might have just been a troll." 
1057 "RT @nonirishpaddy: If someone hates you, it's because of what's between your ears, not what's between your legs #adviceforyoungfeminists" 
1058 "@shaner38 Hope not.  How will she pay her bills?" 
1059 "@JanelleBrindle @lancewalton So is ""twat""." sexism
1060 ".@SassNPearls They have no sense of irony or awareness. Or shame. Or decency. Or...well, I could do this all day..." sexism
1061 "@MechaSauce @shoe0nhead ...you have an armpit licking fetish?" 
1062 ".@DoWeWantTo #'s like this...I just spin the gallery on my tablet like the Price is Right wheel and use whatever meme or story I land on..." 
1063 "@Suppose_Not @DoeringNorman @JustLaurenB Hmm.  Cathy Young and who are other two?" sexism
1064 "@Suppose_Not @DoeringNorman @JustLaurenB Good call." 
1065 ".@mikedevil741 Gotta take the bad w/ the good..." 
1066 "@_sinisterBen @JakSoulbright Never heard that before." sexism
1067 "@HumanistFury Thanks.  That was one of the few memes I use that I made myself." 
1068 "@The_Loki_Jotunn Awesome." 
1069 "@LBigmann Best meme ever.  Yours?  Or where did you find it?" sexism
1070 "@LBigmann Never saw.  It's perfect.  But, Twitter is not the same w/o her." sexism
1071 ".@shelbylynne74 @TigerClaud Ahem... http://t.co/xeNJ5eX1Kh" sexism
1072 ".@shelbylynne74 @TigerClaud Real world evidence of this, please." sexism
1073 "@laurahollis61 @JustLaurenB He's a gay, known YouTuber.  I saw his video.  Unless he's Brando, it's real." sexism
1074 "@shelbylynne74 @MechaSauce You just said men don't need equality." sexism
1075 "@shelbylynne74 Should the default be equal?  50/50?" 
1076 "@shelbylynne74 @MechaSauce Women have MORE legal rights than men." sexism
1077 "@DazzyTheMermaid @Bbrad5150 ...to racists." 
1078 "@justcurious5432 @JustLaurenB Feminism." 
1079 "@thisonesakillaa Only times I'll block is if they spam or I think they'll try to ""Janet"" me." 
1080 "@LostSailorNY @thisonesakillaa Before WAM and the Janet &amp; GG bans, I had blocked two...one of which was an so called MRA." sexism
1081 "RT @jjordon96: Pretty sure that #gamergate episode of law and order is basically the new Reefer Madness. Holy actual fuck this exists." sexism
1082 ".@comattwow @JustLaurenB Not doubting. Think feminist hypocrisy on Ladies Nights is a great example of their hypocrisy. Putting it out there" 
1083 "@OzyRatisbon You mean it shouldn't be?  Because it IS consent to parenthood for men today." sexism
1084 "RT @conserv_miss: #IDontNeedFeminism #FemFreeFriday http://t.co/PnhzjRhHqR" sexism
1085 ".@brenbarber Chemaly is a special kind of twit. MASTER of whining about 3rd world horrors to justify writing about things like #PottyParity." 
1086 "RT @SergeantKozi: @radioclashed @MT8_9 @CatsAreHorrible @thisonesakillaa @HoneyBadgerBite @naughty_nerdess That didn't take much http://t.c…" sexism
1087 "@JakSoulbright @Stan_Philo  Sorry to hear that.  Get well, man." sexism
1088 "RT @EqualityMen: This guy @FeministFailure  is an amazing writer regarding #feminism. http://t.co/ytOKDpaiga http://t.co/LMWvAEgS0A" sexism
1089 "RT @asredasmyhair: How  can feminists claim we don't have bodily autonomy? Like..being able to kill your unborn kid is not enough for you? …" sexism
1090 "RT @asredasmyhair: @YoungBLKRepub #FemFreeFriday http://t.co/d6gWiYwReX" 
1091 "RT @SomeKindaBoogin: #IndieCadeEast Truth is, #GamerGate has nothing against indie games! We take issue with corrupt competitions, though. …" sexism
1092 "@JustLaurenB @graphicfire No, seriously...went from ""fake/dumb"" to ""oh, God, it's real"" to ""super fake"" to ""holy...please tell me it's fake""" sexism
1093 "@graphicfire @JustLaurenB Sorry...I genuinely have no idea...real?  Not?  Best guess..." 
1094 ".@usdnobody @graphicfire I was sure it was fake...until it went too long...no one works that hard on a Poe...just vapid childish PC trash." sexism
1095 "RT @RBPundit: Scott Walker should troll the left and get an online degree in Gender Studies." sexism
